clean,noisy
38,38
46,46
8,8
74,29
26,26
3,3
14,14
38,38
14,14
23,23
26,26
49,29
12,12
83,34
31,31
47,47
74,64
53,53
78,78
67,97
82,82
23,23
34,40
90,79
55,55
34,74
88,88
75,75
30,30
43,13
14,14
75,75
94,94
11,70
98,43
65,26
72,27
10,10
38,38
87,87
20,12
12,36
40,40
6,77
6,6
19,19
32,32
32,32
45,45
79,79
22,22
96,6
71,71
76,76
39,1
8,8
65,65
96,75
79,79
72,72
63,63
10,10
75,52
89,89
2,8
52,52
31,31
82,82
65,65
35,35
27,10
37,47
25,25
34,34
79,79
68,24
31,31
14,14
16,16
73,51
23,23
59,59
24,24
80,80
60,60
33,18
26,26
62,49
95,89
88,39
88,33
18,22
55,55
79,7
45,92
46,0
87,27
98,98
57,57
19,19
35,38
8,8
83,7
85,85
42,54
82,52
51,51
33,33
76,76
99,99
68,68
18,62
50,90
28,28
67,37
99,28
69,7
76,76
30,30
30,15
90,88
99,99
74,77
24,85
32,76
57,57
95,95
27,37
49,49
5,5
48,86
22,38
43,43
40,40
12,12
71,71
99,99
57,67
7,64
83,83
53,77
50,33
76,76
40,40
28,7
44,44
91,55
61,61
69,93
8,8
42,42
24,39
65,51
29,29
71,71
9,2
15,94
19,38
20,19
5,5
2,2
97,97
22,22
87,87
76,76
36,36
0,0
16,16
34,34
38,45
79,39
13,86
88,88
32,65
74,74
84,84
15,49
74,28
90,90
30,30
6,6
35,12
3,3
75,73
55,13
27,32
95,95
15,15
24,24
81,73
45,68
17,17
37,37
73,18
86,86
82,37
47,47
64,64
40,71
60,28
5,5
54,54
54,54
91,91
44,44
65,4
31,16
49,49
96,96
61,61
41,41
65,65
54,17
71,6
39,39
86,58
14,14
92,70
45,45
95,95
13,13
54,63
67,67
5,0
20,20
56,56
33,33
87,87
3,3
51,59
10,10
88,88
32,76
63,63
53,53
97,32
44,44
15,19
90,90
4,80
53,53
85,85
0,78
16,16
72,72
46,46
43,38
38,70
7,7
56,88
33,33
92,92
55,55
16,16
92,92
35,35
49,32
15,98
74,50
95,53
40,61
18,18
36,79
68,54
42,57
37,37
27,27
30,30
33,33
67,67
34,34
94,94
0,0
28,28
8,8
56,64
85,85
38,38
79,79
6,31
58,86
66,22
52,52
20,20
20,29
16,16
86,34
62,62
69,58
28,15
89,78
5,65
38,38
71,71
48,48
4,3
51,52
91,46
36,92
49,49
26,26
57,57
97,27
89,89
12,12
47,47
12,12
99,99
10,10
45,45
14,14
41,41
40,40
28,28
32,32
50,50
56,55
24,84
52,52
33,33
78,78
93,93
43,43
94,93
26,98
54,54
38,38
99,99
65,65
39,59
5,14
78,78
19,19
72,72
71,71
56,56
17,17
38,93
3,3
16,16
52,32
82,20
74,74
32,32
18,18
42,42
33,17
11,11
90,90
99,99
51,51
16,16
49,49
31,40
73,73
76,0
2,2
41,41
92,92
69,69
68,68
42,42
20,20
17,53
13,13
61,51
93,63
42,42
93,93
66,81
1,95
67,67
8,8
62,62
15,62
30,62
98,98
55,35
34,55
31,21
88,88
88,88
88,66
24,24
98,58
46,38
35,48
81,81
93,93
82,97
86,18
35,35
33,33
90,90
51,51
42,42
32,32
31,55
57,57
97,97
2,2
78,78
29,29
92,16
55,91
25,70
68,68
59,59
13,55
91,91
82,82
14,24
64,64
89,29
77,90
92,32
51,51
82,3
98,98
95,95
88,17
44,44
30,71
56,86
84,84
77,77
14,23
31,19
22,38
61,90
50,70
11,11
4,4
74,74
28,28
77,77
65,69
75,75
20,20
0,5
29,25
5,5
76,76
80,80
75,75
77,77
63,63
83,27
62,39
75,9
22,35
32,6
69,69
39,89
89,30
45,45
45,45
46,46
15,7
73,73
2,86
96,47
92,86
38,38
25,43
44,89
47,67
40,37
62,99
55,83
20,20
40,40
42,42
26,26
80,80
89,89
33,33
45,56
67,84
27,27
14,40
74,74
55,83
13,13
79,79
21,98
84,84
35,21
6,93
48,53
30,30
97,97
6,6
24,24
56,32
60,60
90,90
80,80
63,63
12,24
86,31
15,15
73,73
44,44
92,92
9,1
38,38
71,71
29,29
61,61
48,48
57,57
80,80
24,24
31,13
24,24
48,48
41,13
16,47
41,54
0,0
81,81
38,38
45,53
56,46
61,40
26,75
25,28
35,56
26,26
12,12
83,83
5,5
22,22
67,73
2,2
68,68
16,29
36,1
68,44
4,4
70,70
61,58
31,9
25,80
45,45
83,47
24,24
32,32
29,29
46,46
22,22
68,68
97,97
29,74
60,60
48,48
60,60
63,63
33,17
28,18
83,81
22,37
24,24
82,52
47,47
57,0
19,91
48,48
52,52
57,57
9,9
55,55
69,46
55,55
30,30
47,47
1,1
87,87
99,99
84,74
80,80
65,65
32,32
91,91
16,16
76,95
61,56
13,13
74,74
22,22
39,39
53,53
3,70
11,11
94,94
69,58
46,46
28,28
55,39
29,31
76,71
23,23
64,64
32,32
37,91
35,20
28,28
68,68
72,38
34,72
54,54
54,54
11,14
4,4
36,46
55,55
11,11
24,24
78,91
66,66
32,32
59,59
75,75
47,47
75,75
79,39
67,5
62,57
9,9
25,25
6,6
48,48
14,16
44,44
96,96
12,12
64,64
18,18
6,80
57,57
59,59
62,63
30,30
35,17
28,28
79,70
59,0
22,48
69,66
3,3
40,59
88,11
98,70
58,58
92,92
54,49
18,73
75,75
3,92
15,28
81,5
94,73
15,15
32,32
76,57
47,36
45,45
10,10
19,19
48,40
33,4
75,77
57,57
79,79
15,15
9,9
83,83
12,7
4,1
89,16
21,21
10,10
91,49
30,30
88,45
55,55
83,83
10,10
31,31
64,18
62,62
1,1
46,57
59,59
25,58
60,14
22,22
12,12
13,13
75,75
47,47
63,63
51,51
62,62
72,72
68,68
38,38
44,19
24,23
76,76
29,29
20,20
91,7
18,57
78,78
77,77
93,66
38,23
35,35
13,13
35,35
67,67
71,71
68,68
93,93
88,88
89,89
62,74
48,48
85,85
76,85
35,35
15,15
21,80
31,31
19,56
79,79
22,22
13,62
96,96
12,12
67,67
38,71
4,4
32,32
46,46
11,80
38,38
40,85
68,68
68,68
24,24
86,55
52,52
39,21
57,89
73,73
74,41
79,73
99,13
88,59
34,34
83,64
40,38
30,30
75,75
53,89
0,5
63,66
90,90
51,51
72,17
82,31
12,68
70,70
43,43
73,73
5,16
82,82
73,56
70,33
61,61
98,98
32,32
36,3
66,74
55,55
94,94
15,15
64,64
83,83
55,50
45,96
93,38
71,71
1,1
8,81
58,58
52,22
3,87
22,22
82,82
38,92
80,80
9,9
32,97
36,31
47,47
26,26
47,47
40,40
90,58
39,39
3,3
46,40
35,19
36,65
5,43
72,72
28,28
43,43
12,2
72,72
58,58
19,82
29,12
14,14
39,99
44,44
81,40
42,37
55,21
12,8
22,67
40,40
93,93
12,3
98,98
61,61
32,94
94,64
43,90
6,6
0,79
34,34
14,14
48,31
52,52
95,54
9,9
37,84
89,85
8,8
72,72
44,72
24,24
38,44
18,18
52,19
31,37
93,93
92,92
19,19
3,3
75,75
76,76
81,61
26,26
42,52
49,49
29,29
3,3
54,82
44,73
71,80
95,52
51,27
61,16
79,57
92,54
50,50
64,64
26,95
67,55
34,10
62,62
8,34
64,17
59,59
9,9
48,48
25,25
14,14
13,13
55,3
32,84
2,65
1,27
87,87
63,71
43,43
88,85
66,66
98,0
24,24
73,73
6,23
45,50
60,60
68,68
13,73
16,16
41,14
69,41
78,34
10,77
76,76
81,81
20,26
13,65
56,62
72,72
17,30
86,86
93,93
20,12
31,71
37,37
63,63
6,6
4,4
30,26
79,94
74,74
78,78
64,64
6,12
95,95
75,75
71,14
41,41
43,43
35,35
36,54
34,34
25,25
99,99
56,87
10,10
87,87
89,89
31,99
25,97
3,3
13,51
8,8
34,34
71,71
95,2
74,74
1,37
93,12
43,43
2,2
45,45
90,90
77,77
7,7
60,60
62,62
13,13
95,95
98,46
49,49
32,32
22,22
52,52
76,68
96,96
27,35
32,58
83,63
65,65
42,42
56,56
34,90
18,18
18,70
54,54
55,7
49,49
90,90
37,37
95,95
90,90
24,24
58,58
66,66
11,11
10,54
41,0
74,99
87,79
69,69
4,4
6,6
13,13
63,73
57,57
71,71
23,3
29,30
59,97
23,23
56,90
49,7
7,7
27,27
82,82
24,24
4,60
57,57
61,61
72,72
10,10
81,81
39,39
23,23
45,45
71,71
40,19
47,47
24,24
2,40
13,13
18,94
43,43
46,43
37,87
33,82
8,18
3,68
21,73
59,5
45,45
78,78
13,13
73,18
47,58
78,78
73,82
29,29
83,86
24,24
81,81
55,55
78,78
14,93
40,62
15,15
32,16
69,25
25,98
30,84
2,89
28,83
96,68
50,17
77,47
80,80
62,84
72,72
31,31
43,42
94,52
31,31
75,71
99,60
53,53
76,34
46,46
23,23
97,97
80,7
45,45
35,35
31,31
11,11
71,71
75,75
37,29
35,35
42,58
40,40
44,44
35,35
87,80
51,51
83,83
82,17
82,82
53,17
0,40
31,42
17,17
67,9
16,16
68,68
8,8
43,43
16,16
13,13
68,68
42,69
71,71
54,54
90,70
25,15
2,2
73,73
87,60
91,91
62,62
73,78
58,58
24,24
55,55
92,11
81,81
16,35
26,26
44,8
20,20
98,98
77,77
22,40
36,36
40,1
30,30
73,73
7,7
81,81
41,97
76,76
2,27
86,86
16,16
93,93
63,63
87,87
50,65
72,18
36,36
39,39
94,94
38,38
52,78
79,79
29,29
87,68
65,65
88,88
51,51
49,29
42,42
55,55
78,17
43,43
93,93
72,72
49,49
5,41
33,33
92,0
61,61
23,12
85,85
49,86
10,17
55,19
18,75
92,92
96,96
60,60
89,89
80,44
81,81
70,53
40,40
48,48
11,11
54,54
11,16
50,50
4,4
87,4
30,80
41,41
48,48
72,89
11,11
19,13
24,90
94,16
87,87
16,29
17,80
41,54
84,83
35,35
18,18
21,21
95,15
31,31
20,20
98,98
86,86
6,91
6,6
97,36
26,26
45,2
32,28
90,90
18,3
11,11
27,4
35,55
78,78
64,64
57,99
17,46
65,58
95,4
87,60
89,37
92,92
82,23
11,96
34,34
67,8
3,86
36,36
1,1
85,55
12,12
42,42
60,60
99,59
20,28
66,56
97,47
84,84
46,46
7,97
84,84
41,41
31,31
69,62
92,84
86,97
28,28
7,7
95,95
50,91
73,75
26,19
69,69
11,11
34,34
62,62
36,36
26,26
50,1
0,0
96,96
53,53
66,11
40,9
92,98
5,41
12,12
23,23
23,77
50,50
23,23
82,82
21,21
60,60
88,88
91,91
86,0
13,96
75,14
71,71
66,69
5,5
56,2
35,35
24,24
68,68
1,16
80,92
2,2
82,82
10,10
82,82
1,54
4,16
74,13
36,36
43,54
32,32
85,27
34,34
74,74
87,38
23,23
89,89
7,65
86,84
98,98
23,66
32,56
45,45
28,28
36,36
91,91
28,28
45,65
61,61
72,72
32,32
1,1
24,65
85,3
81,81
98,98
47,47
44,58
65,65
75,75
84,84
87,15
60,60
36,36
29,29
57,57
71,71
32,32
81,0
21,43
24,24
80,80
57,40
22,22
10,10
75,65
96,88
95,95
93,93
3,3
61,61
7,61
78,13
0,0
58,43
25,25
64,96
26,26
75,29
28,79
96,25
17,90
9,9
96,96
62,62
30,69
47,47
70,70
55,87
25,73
65,65
29,29
71,71
3,20
32,32
72,37
46,46
79,79
51,51
92,92
71,71
95,56
75,75
17,17
67,67
59,59
38,38
2,50
20,20
54,38
61,61
98,98
64,25
5,74
72,85
77,77
24,24
47,47
35,35
61,61
6,33
31,45
72,88
62,91
97,97
38,12
48,48
3,3
8,72
40,40
25,25
96,96
73,73
75,16
37,37
5,58
15,27
44,60
55,82
65,65
26,16
50,37
27,31
44,19
40,40
76,76
0,0
76,6
5,5
51,51
13,72
96,96
56,56
51,51
2,2
34,34
13,13
33,33
35,35
5,5
32,32
49,58
19,19
46,82
76,76
54,42
23,23
58,86
99,99
99,38
65,65
44,92
99,99
99,99
71,14
85,85
90,46
0,5
94,94
60,60
17,17
6,99
45,45
4,4
73,82
88,37
93,93
23,75
46,34
41,59
88,88
66,66
4,4
30,30
33,33
92,92
51,51
56,56
80,80
65,38
63,55
69,69
93,93
34,34
10,10
59,59
52,52
44,44
86,86
34,99
69,69
16,16
24,69
43,22
92,92
40,40
58,42
21,26
28,96
39,61
49,16
88,88
2,7
66,66
11,54
83,83
18,16
4,4
16,16
20,20
16,16
67,27
82,82
71,71
31,31
59,59
89,54
55,55
67,67
77,77
24,24
12,21
17,42
73,73
88,48
36,36
25,25
61,23
85,85
58,58
26,26
63,63
42,42
32,25
87,87
85,94
91,91
76,38
36,36
38,38
53,51
81,81
74,13
17,17
92,92
79,92
19,19
6,6
76,76
84,83
39,39
22,78
3,65
5,14
13,13
18,18
96,96
9,9
20,20
22,67
61,20
69,71
68,68
77,84
71,71
9,86
74,1
27,27
88,88
23,23
57,57
20,20
25,25
95,95
99,99
69,87
41,42
84,84
21,21
77,22
2,40
0,99
36,36
6,24
25,25
62,62
60,60
65,65
76,76
92,92
11,11
1,12
97,46
2,20
34,17
2,76
73,95
3,3
86,86
92,52
30,5
46,18
26,26
48,81
7,8
95,95
43,43
51,51
29,29
66,29
60,60
69,69
61,17
96,96
41,41
42,42
41,41
75,75
33,33
6,6
37,67
53,53
73,73
5,24
34,34
39,19
3,3
13,13
65,65
24,27
6,84
86,6
3,3
46,16
65,65
47,47
80,80
52,52
82,82
77,86
5,5
88,88
46,46
27,67
68,11
78,78
94,78
61,61
59,59
21,21
16,30
67,40
21,21
64,64
27,27
45,68
81,77
39,39
99,31
70,70
86,19
87,87
42,42
71,71
62,62
93,24
98,98
54,54
77,7
66,66
96,72
69,69
90,17
22,22
89,14
60,60
15,86
22,22
29,29
24,91
27,27
81,81
21,21
86,86
99,47
75,75
47,47
62,72
32,32
45,56
78,78
49,84
48,60
48,48
67,36
44,16
17,47
76,35
75,75
8,12
17,56
3,52
27,27
52,52
66,95
97,97
29,29
73,73
17,36
74,74
96,96
6,24
29,36
9,26
45,45
0,0
54,93
15,15
32,11
48,34
43,22
73,73
48,58
48,48
37,37
44,44
33,45
51,51
43,47
67,41
27,27
77,3
72,72
69,45
47,49
64,64
34,34
70,70
65,21
66,1
1,97
15,15
32,32
83,83
48,48
75,75
11,31
58,51
1,1
60,93
50,50
41,41
22,99
47,94
96,96
13,13
43,43
81,81
3,3
39,39
65,2
42,35
92,92
35,60
76,76
12,12
23,23
76,32
18,18
72,86
21,21
51,51
4,4
35,35
43,29
2,64
88,88
9,9
35,35
66,66
74,74
75,75
14,14
99,99
75,75
5,67
4,4
6,6
94,94
83,48
62,17
50,50
53,53
9,9
47,47
80,80
42,2
60,60
79,79
10,10
0,0
37,66
57,77
89,89
33,41
84,84
74,77
60,56
74,59
86,86
77,77
40,26
52,2
64,64
25,25
95,27
26,92
29,29
55,55
85,34
40,40
94,94
98,7
62,50
71,71
93,9
88,88
92,46
38,38
53,53
22,22
78,78
12,12
92,92
54,54
89,94
67,31
55,9
43,43
15,15
39,39
23,23
60,6
93,45
9,9
95,95
6,6
64,64
38,38
48,92
36,36
83,83
37,37
92,92
41,41
62,62
47,47
68,61
75,78
11,11
44,44
5,43
78,78
90,2
37,8
40,40
14,34
75,99
84,7
2,2
23,23
12,12
6,25
81,81
10,10
84,84
75,75
20,20
90,90
55,55
20,20
38,38
8,85
34,21
20,83
85,96
20,9
4,4
53,8
10,78
74,74
53,53
56,49
74,74
43,43
78,5
93,65
60,60
70,61
55,55
12,8
60,60
92,92
37,37
18,93
58,58
64,55
54,43
97,7
52,92
39,26
25,25
7,7
68,68
16,32
23,23
6,26
69,69
60,60
25,25
26,26
14,38
26,26
81,60
47,47
3,3
59,59
54,54
10,10
93,80
82,82
98,98
37,37
55,55
21,21
42,42
33,33
25,8
35,11
59,30
11,6
8,8
25,25
9,9
60,60
94,94
33,99
44,44
37,37
47,47
51,51
52,93
29,19
74,74
89,89
50,61
7,7
48,48
30,30
32,37
95,95
19,26
70,8
27,43
18,18
31,31
14,14
58,57
80,80
20,46
47,44
52,52
45,45
71,71
36,49
97,97
24,24
33,50
35,35
63,63
46,46
75,75
62,62
40,57
47,47
17,17
14,14
5,16
82,25
88,15
95,89
80,83
72,72
27,74
49,49
50,50
85,85
53,53
14,46
53,53
19,59
87,87
59,44
98,60
85,85
16,16
49,49
6,8
99,1
87,87
87,51
38,38
10,58
8,62
69,69
93,93
14,20
92,92
48,48
78,78
73,73
60,60
50,50
88,88
53,16
45,45
25,25
59,41
65,74
49,65
42,68
32,29
88,58
62,62
86,86
27,27
83,83
69,69
92,54
80,7
94,94
99,99
96,6
21,4
69,58
94,94
11,82
51,51
96,96
74,74
68,68
95,95
62,59
95,95
7,7
31,95
14,99
32,32
98,98
23,21
17,17
89,89
73,63
7,79
1,69
50,19
22,22
77,93
92,1
71,71
69,69
77,77
27,27
41,41
51,44
11,76
95,17
39,39
0,41
17,17
31,14
85,85
64,64
57,57
88,19
71,71
46,46
18,37
69,75
26,26
38,38
79,19
94,94
55,78
99,99
32,32
57,64
82,82
9,9
17,83
71,71
77,77
77,66
21,21
32,32
81,58
46,46
48,22
58,58
60,0
49,49
90,90
24,98
91,74
60,60
54,54
12,12
61,61
35,35
43,97
27,27
88,88
80,80
97,35
58,58
5,14
64,80
5,5
63,63
11,11
91,91
80,80
44,44
90,90
44,44
52,52
3,3
42,59
77,55
60,60
16,16
0,0
38,50
32,32
82,82
36,82
84,84
59,17
36,71
76,41
28,28
29,82
66,66
56,70
93,93
63,63
5,13
21,92
7,57
96,96
92,90
72,43
89,89
24,91
17,17
76,76
61,1
33,33
26,93
88,99
73,69
50,81
15,15
62,62
37,37
60,39
14,5
57,57
44,71
7,51
41,41
96,2
90,90
94,94
32,32
90,40
7,7
31,31
50,82
32,32
82,82
44,16
13,13
71,25
97,97
49,50
27,11
92,63
90,90
56,56
19,3
91,91
51,31
11,11
92,9
79,99
67,67
27,6
85,85
71,58
90,29
19,40
20,20
88,88
58,58
75,75
65,69
67,67
10,21
13,13
36,36
98,98
28,23
80,83
95,95
38,84
2,2
35,35
64,64
51,1
81,81
74,74
91,91
43,43
2,2
98,2
48,94
78,78
33,33
48,48
84,84
70,28
32,10
16,16
48,48
55,55
52,29
6,6
79,11
74,74
45,45
80,80
90,63
74,99
69,69
66,9
94,94
91,91
93,44
96,96
39,39
51,51
41,41
20,20
59,59
66,66
57,81
81,81
84,12
54,54
52,5
0,0
68,25
74,15
72,72
0,31
78,78
68,68
38,38
49,49
52,52
75,69
81,81
95,9
41,41
41,41
85,85
54,42
37,39
63,71
44,90
89,89
47,47
37,83
12,50
82,82
52,96
70,70
19,19
56,83
29,29
85,85
30,30
59,59
40,40
97,95
66,66
79,57
94,94
66,66
76,76
67,67
36,36
43,87
90,62
38,38
55,55
68,21
38,78
50,9
2,2
23,23
1,1
60,50
38,38
29,29
19,19
84,75
52,67
71,39
11,36
64,64
16,16
87,87
98,98
30,47
81,81
15,69
75,38
67,67
58,59
7,7
16,16
66,66
54,54
52,52
4,34
1,1
83,83
79,79
29,29
52,92
0,0
6,6
81,81
18,18
72,72
70,71
53,28
80,93
68,68
74,74
7,48
22,12
32,32
34,34
54,54
86,86
6,6
95,70
82,82
44,44
80,80
91,91
96,96
7,95
36,68
21,70
3,19
0,0
55,55
80,80
35,35
46,46
19,96
71,71
62,31
3,3
27,27
52,52
86,86
69,10
20,67
77,94
79,27
34,21
42,42
57,70
81,81
48,70
74,25
6,42
26,26
1,1
7,32
27,27
3,3
84,63
73,7
83,83
19,19
72,72
10,10
46,46
62,38
0,0
89,89
68,68
81,65
88,8
76,76
16,16
41,41
48,48
2,2
84,84
87,87
53,22
26,97
31,31
92,92
20,73
13,13
8,60
31,31
5,88
49,49
7,7
82,82
62,62
52,52
88,59
99,41
22,13
45,45
83,83
80,80
81,81
63,81
28,57
43,43
14,14
85,85
12,60
41,96
14,14
64,64
64,10
97,97
1,0
72,72
54,54
83,83
70,70
26,58
62,62
11,11
20,84
43,43
96,93
86,86
42,42
1,1
32,20
18,45
60,52
36,36
55,55
15,15
10,62
99,99
8,32
42,15
23,23
20,20
7,7
59,93
8,65
0,62
23,23
24,24
31,1
53,53
20,72
28,28
11,66
91,39
1,1
2,2
10,10
98,72
58,51
95,58
25,62
44,73
37,28
92,7
80,34
91,91
54,78
31,31
12,12
39,39
57,48
60,60
3,64
40,95
37,37
16,16
80,90
97,97
64,95
98,98
56,56
24,24
61,98
56,56
21,21
90,90
29,29
30,74
57,84
26,14
87,70
35,35
45,45
73,62
7,71
46,46
26,42
99,99
23,66
41,41
17,17
34,34
34,34
8,8
41,41
24,24
26,26
88,69
74,74
28,28
6,6
77,64
65,65
99,19
62,62
8,9
9,9
5,5
79,79
36,36
35,35
97,8
12,12
65,7
59,59
14,14
90,90
66,66
94,94
83,50
59,59
28,28
30,30
47,22
49,80
65,62
16,92
5,5
96,96
62,62
43,43
91,65
45,72
59,59
1,0
46,46
8,41
66,72
93,93
40,40
30,4
79,79
63,63
15,71
66,66
89,61
93,93
58,76
8,39
88,88
70,70
10,10
31,31
58,33
57,57
58,58
79,79
78,78
34,34
97,97
58,58
65,6
85,85
30,30
45,45
15,15
40,40
0,96
33,33
54,54
75,75
87,21
10,47
33,33
1,1
62,62
27,27
40,40
45,61
92,67
32,71
75,85
75,75
11,16
72,72
81,38
67,67
36,34
6,17
79,79
73,73
37,79
80,97
13,13
71,71
73,13
82,82
19,19
31,31
91,91
58,11
91,91
90,90
72,72
41,41
26,26
31,31
35,90
36,34
56,56
97,97
20,20
42,42
14,98
67,67
60,43
98,98
92,92
10,10
4,4
10,10
47,15
9,9
56,23
86,51
47,47
94,94
78,1
81,52
80,73
2,2
72,72
47,47
54,54
34,99
27,27
5,5
61,85
76,76
4,4
0,42
25,25
99,65
49,61
87,87
0,0
48,17
68,68
32,91
84,84
74,74
89,89
55,44
98,1
1,1
89,89
36,91
99,99
51,51
19,19
0,0
25,25
47,47
90,29
62,62
77,77
16,27
34,34
80,12
56,48
79,66
67,67
22,22
75,75
9,9
98,98
55,55
75,24
14,29
52,52
66,66
0,0
5,5
72,96
17,17
39,39
6,36
41,41
53,29
43,43
61,61
8,9
57,55
17,17
74,9
86,62
65,65
41,71
70,70
59,59
35,61
11,99
90,37
45,45
62,62
19,99
32,26
16,16
50,50
89,28
64,64
45,45
50,32
56,56
7,17
43,43
88,88
90,86
24,37
82,82
16,28
86,22
51,51
83,39
23,57
20,10
43,2
20,20
88,18
83,83
56,56
67,67
69,69
80,80
11,11
26,96
41,39
40,97
0,0
46,46
6,6
79,42
28,80
97,44
10,8
17,17
87,56
34,34
37,9
22,22
59,49
89,89
34,28
88,4
64,27
23,99
51,51
47,47
95,95
18,8
82,82
22,22
27,24
7,7
91,91
74,74
79,79
44,44
63,63
72,72
54,79
97,25
60,60
67,27
32,32
28,26
79,75
72,72
29,29
86,33
61,61
22,22
11,11
85,71
51,51
62,62
26,26
80,80
8,8
47,47
9,9
82,82
44,44
83,13
22,11
16,54
4,4
12,12
99,73
97,95
35,98
57,57
27,27
2,2
16,77
26,62
48,48
8,8
0,57
17,25
44,44
48,48
56,56
71,67
47,9
17,54
88,88
21,86
21,21
73,16
52,52
82,10
40,27
46,46
39,57
89,89
28,28
74,69
63,63
23,42
89,89
69,69
72,45
72,72
3,20
13,13
55,23
56,56
24,24
86,86
60,60
81,81
13,13
26,26
92,14
72,72
3,3
12,58
47,65
8,93
83,83
3,76
22,22
85,30
32,32
37,31
90,90
91,91
20,20
15,14
15,40
47,47
87,48
92,92
56,55
58,58
24,24
92,92
66,66
8,89
10,10
95,95
17,17
82,82
9,9
22,40
64,10
69,84
95,95
71,71
59,5
44,44
82,12
7,7
88,88
51,25
14,14
9,9
23,23
62,62
23,32
46,46
20,20
7,7
26,26
51,5
69,69
83,83
12,12
31,31
4,55
30,73
64,64
36,36
75,75
89,73
65,65
72,72
3,45
91,28
27,14
68,68
89,50
7,19
41,41
34,34
24,24
64,64
54,2
54,54
70,70
61,25
3,17
57,57
0,47
60,60
81,35
54,25
41,41
55,55
53,0
64,64
93,93
20,60
51,51
20,80
42,64
9,5
47,41
13,3
31,31
24,24
68,54
21,57
50,50
64,64
87,87
65,65
34,34
73,73
24,24
15,15
47,53
61,61
78,78
8,8
59,97
97,97
79,79
93,61
7,7
61,61
47,47
64,64
13,13
37,37
4,4
50,58
8,8
66,80
99,99
10,2
99,99
17,29
98,33
50,27
90,29
35,35
68,68
63,89
61,61
61,61
33,56
60,60
25,25
86,26
23,23
13,23
78,78
76,87
13,91
67,81
35,35
41,8
43,12
6,6
38,38
37,37
9,9
92,92
60,45
83,85
29,20
76,90
21,23
9,9
78,78
96,82
59,33
32,32
27,27
60,3
27,27
26,89
93,93
85,85
22,60
28,28
85,44
52,52
90,72
20,20
0,41
15,15
12,80
26,26
92,92
21,65
3,3
87,70
16,16
18,79
82,12
95,95
4,7
87,87
89,89
5,5
2,2
86,90
12,77
83,28
87,87
50,95
88,83
93,84
33,33
59,54
36,6
60,24
80,80
89,89
68,61
79,72
51,10
64,64
71,71
74,74
89,88
96,96
89,89
24,13
10,10
58,47
10,10
81,81
97,97
9,3
86,5
89,89
94,94
37,35
78,78
14,99
69,69
57,38
18,18
65,47
45,71
14,14
16,20
98,98
52,52
28,93
25,25
56,56
69,69
22,22
20,20
53,53
99,99
97,97
32,32
21,21
88,88
24,57
62,62
49,49
22,60
36,32
29,29
60,60
98,69
33,43
44,38
43,8
76,76
32,32
24,24
16,16
21,21
51,51
18,18
68,68
57,57
40,78
95,12
51,11
36,47
60,60
91,88
17,17
75,75
64,45
46,46
37,37
64,64
43,29
90,75
4,97
93,35
79,79
97,97
61,61
38,12
27,27
89,56
40,40
3,3
0,0
46,46
61,64
76,33
19,7
19,19
56,56
37,81
80,80
88,35
91,91
20,20
77,29
90,96
85,85
54,38
22,41
74,4
12,28
34,34
14,14
63,63
51,51
71,71
42,99
68,68
14,14
30,76
88,60
85,85
59,59
26,6
89,24
82,82
20,84
29,29
64,64
67,67
58,58
39,0
61,92
24,44
19,19
98,98
15,15
77,77
24,24
77,77
40,40
28,28
33,33
17,17
19,19
6,8
97,97
6,6
90,53
21,21
17,17
73,73
40,35
11,11
9,32
28,28
42,58
59,48
3,3
7,70
66,71
49,49
60,60
48,48
53,53
52,52
41,41
53,53
82,71
60,24
63,63
14,14
54,54
78,78
98,98
41,42
70,30
93,61
93,2
73,57
86,44
93,65
43,43
67,96
79,67
77,77
28,28
45,91
30,15
62,62
11,11
93,44
53,53
62,11
82,82
12,12
28,28
72,72
27,27
86,86
42,84
81,30
52,72
3,97
21,21
94,94
65,95
64,55
19,71
79,79
26,61
24,24
68,41
11,11
31,31
85,85
14,66
48,48
43,75
62,62
18,18
8,8
17,66
14,14
84,84
92,64
27,27
99,40
38,38
52,52
66,66
40,88
1,1
2,57
80,80
17,17
87,87
74,74
82,63
87,94
7,64
94,94
91,96
46,46
8,57
62,21
20,7
12,61
67,67
82,79
59,59
90,90
75,4
14,0
43,43
22,59
73,13
52,52
87,95
3,3
2,2
42,9
86,86
3,3
96,96
83,83
11,11
71,92
45,45
58,58
83,25
24,60
60,60
35,35
56,36
13,31
6,6
20,20
68,68
31,44
21,21
8,8
95,95
13,13
9,76
22,22
37,87
24,24
38,67
90,90
23,23
7,7
4,95
41,41
92,12
71,42
19,45
60,60
94,94
9,9
76,76
34,15
12,12
95,95
61,61
39,39
76,51
58,23
82,13
67,99
76,76
56,57
27,52
54,52
23,52
2,2
67,34
41,86
19,19
31,31
25,72
71,71
64,64
93,93
7,7
50,50
82,68
70,70
25,25
4,2
92,92
25,25
42,42
50,44
43,43
46,46
82,82
90,56
41,41
78,76
99,99
17,17
56,11
86,86
67,50
70,70
52,32
78,78
56,56
31,31
96,96
95,95
11,11
9,9
53,53
29,29
47,47
32,79
93,93
71,5
88,88
32,85
5,20
28,28
46,35
69,57
22,22
29,9
19,60
84,84
16,16
49,49
81,79
79,79
68,68
98,25
7,7
26,26
84,84
53,19
33,33
57,11
86,92
55,62
63,61
